parent,run_id,task,stratum,n_children,n_artifact,n_stdout,parent_available,n_certified,certificate_passed,override_active,policy,low_wall_s,full_runtime_s,cost_ratio,selected,selected_n,top1,raw_regret,normalized_regret,rank,selected_final_improves_parent
denoising-dirty-documents__ec447d8baa434d0faf493d69c4e88a48,cards_senior_0727.jsonl:16,denoising-dirty-documents,hard,2,0,2,False,0,False,False,artifact_score_then_stdout,240.2,5896.142553918064,0.040738499417790355,denoising-dirty-documents__676afd4f1b2048cfa3bb87a9501c0de8,1,0.0,0.0019300000000000012,1.0,2,
denoising-dirty-documents__ec447d8baa434d0faf493d69c4e88a48,cards_senior_0727.jsonl:16,denoising-dirty-documents,hard,2,0,2,False,0,False,False,parent_certified_override,240.2,5896.142553918064,0.040738499417790355,denoising-dirty-documents__676afd4f1b2048cfa3bb87a9501c0de8,1,0.0,0.0019300000000000012,1.0,2,
denoising-dirty-documents__ec447d8baa434d0faf493d69c4e88a48,cards_senior_0727.jsonl:16,denoising-dirty-documents,hard,2,0,2,False,0,False,False,full_oracle,240.2,5896.142553918064,0.040738499417790355,denoising-dirty-documents__9122d7821f0d4e59b227733c2554700b,1,1.0,0.0,0.0,1,
denoising-dirty-documents__fa4eee2f776a44efb0fe1e4e15339553,cards_senior_0731.jsonl:13,denoising-dirty-documents,hard,2,0,2,True,0,False,False,random,240.2,7291.400309048593,0.03294291765902812,denoising-dirty-documents__6dd95edcab0e45559bb741b08b038a76|denoising-dirty-documents__f39ee4ce2db14bc68771c9773ec0a47f,2,0.5,0.0010299999999999997,0.5,1.5,0.5
denoising-dirty-documents__fa4eee2f776a44efb0fe1e4e15339553,cards_senior_0731.jsonl:13,denoising-dirty-documents,hard,2,0,2,True,0,False,False,stdout_only,240.2,7291.400309048593,0.03294291765902812,denoising-dirty-documents__6dd95edcab0e45559bb741b08b038a76,1,1.0,0.0,0.0,1,1
denoising-dirty-documents__fa4eee2f776a44efb0fe1e4e15339553,cards_senior_0731.jsonl:13,denoising-dirty-documents,hard,2,0,2,True,0,False,False,artifact_score_then_stdout,240.2,7291.400309048593,0.03294291765902812,denoising-dirty-documents__6dd95edcab0e45559bb741b08b038a76,1,1.0,0.0,0.0,1,1
denoising-dirty-documents__fa4eee2f776a44efb0fe1e4e15339553,cards_senior_0731.jsonl:13,denoising-dirty-documents,hard,2,0,2,True,0,False,False,parent_certified_override,240.2,7291.400309048593,0.03294291765902812,denoising-dirty-documents__6dd95edcab0e45559bb741b08b038a76,1,1.0,0.0,0.0,1,1
denoising-dirty-documents__fa4eee2f776a44efb0fe1e4e15339553,cards_senior_0731.jsonl:13,denoising-dirty-documents,hard,2,0,2,True,0,False,False,full_oracle,240.2,7291.400309048593,0.03294291765902812,denoising-dirty-documents__6dd95edcab0e45559bb741b08b038a76,1,1.0,0.0,0.0,1,1
google-quest-challenge__09e3c19539104671ae6c7ac3d25ba513,cards_senior_0806.jsonl:8,google-quest-challenge,easy,2,0,2,True,0,False,False,random,240.3,2106.5476160738617,0.11407290211073699,google-quest-challenge__cfdb38bd32284dd1b14ffe5f63059aa2|google-quest-challenge__e056f23b7e7345cc99b98ec98dbc0224,2,0.5,0.07111,0.5,1.5,0.5
google-quest-challenge__09e3c19539104671ae6c7ac3d25ba513,cards_senior_0806.jsonl:8,google-quest-challenge,easy,2,0,2,True,0,False,False,stdout_only,240.3,2106.5476160738617,0.11407290211073699,google-quest-challenge__e056f23b7e7345cc99b98ec98dbc0224,1,1.0,0.0,0.0,1,1
google-quest-challenge__09e3c19539104671ae6c7ac3d25ba513,cards_senior_0806.jsonl:8,google-quest-challenge,easy,2,0,2,True,0,False,False,artifact_score_then_stdout,240.3,2106.5476160738617,0.11407290211073699,google-quest-challenge__e056f23b7e7345cc99b98ec98dbc0224,1,1.0,0.0,0.0,1,1
google-quest-challenge__09e3c19539104671ae6c7ac3d25ba513,cards_senior_0806.jsonl:8,google-quest-challenge,easy,2,0,2,True,0,False,False,parent_certified_override,240.3,2106.5476160738617,0.11407290211073699,google-quest-challenge__e056f23b7e7345cc99b98ec98dbc0224,1,1.0,0.0,0.0,1,1
google-quest-challenge__09e3c19539104671ae6c7ac3d25ba513,cards_senior_0806.jsonl:8,google-quest-challenge,easy,2,0,2,True,0,False,False,full_oracle,240.3,2106.5476160738617,0.11407290211073699,google-quest-challenge__e056f23b7e7345cc99b98ec98dbc0224,1,1.0,0.0,0.0,1,1
google-quest-challenge__54d5e9cda21a4099a4d5c8a5900b642d,cards_senior_0731.jsonl:8,google-quest-challenge,hard,2,0,0,True,0,False,False,random,240.4,11458.130039536976,0.020980735876664443,google-quest-challenge__9c121e84fa5a451e87b48f608b215dd4|google-quest-challenge__af65cdfcccea47739bbbd7014fb7f5d6,2,0.5,0.00020000000000003348,0.5000000000000694,1.5,0
google-quest-challenge__54d5e9cda21a4099a4d5c8a5900b642d,cards_senior_0731.jsonl:8,google-quest-challenge,hard,2,0,0,True,0,False,False,stdout_only,240.4,11458.130039536976,0.020980735876664443,google-quest-challenge__9c121e84fa5a451e87b48f608b215dd4|google-quest-challenge__af65cdfcccea47739bbbd7014fb7f5d6,2,0.5,0.00020000000000003348,0.5000000000000694,1.5,0
google-quest-challenge__54d5e9cda21a4099a4d5c8a5900b642d,cards_senior_0731.jsonl:8,google-quest-challenge,hard,2,0,0,True,0,False,False,artifact_score_then_stdout,240.4,11458.130039536976,0.020980735876664443,google-quest-challenge__9c121e84fa5a451e87b48f608b215dd4|google-quest-challenge__af65cdfcccea47739bbbd7014fb7f5d6,2,0.5,0.00020000000000003348,0.5000000000000694,1.5,0
google-quest-challenge__54d5e9cda21a4099a4d5c8a5900b642d,cards_senior_0731.jsonl:8,google-quest-challenge,hard,2,0,0,True,0,False,False,parent_certified_override,240.4,11458.130039536976,0.020980735876664443,google-quest-challenge__9c121e84fa5a451e87b48f608b215dd4|google-quest-challenge__af65cdfcccea47739bbbd7014fb7f5d6,2,0.5,0.00020000000000003348,0.5000000000000694,1.5,0
google-quest-challenge__54d5e9cda21a4099a4d5c8a5900b642d,cards_senior_0731.jsonl:8,google-quest-challenge,hard,2,0,0,True,0,False,False,full_oracle,240.4,11458.130039536976,0.020980735876664443,google-quest-challenge__9c121e84fa5a451e87b48f608b215dd4,1,1.0,0.0,0.0,1,0
google-quest-challenge__59d05421af854a3ebf13a049f852fca7,cards_senior_0731.jsonl:8,google-quest-challenge,easy,2,1,1,True,0,False,False,random,160.9,4621.799937464006,0.034813276683777504,google-quest-challenge__6ba46794dff84b4aa036ddff694451c2|google-quest-challenge__d18100348572434fbfa74d3d01008623,2,0.5,0.036055000000000004,0.5,1.5,0.5
google-quest-challenge__59d05421af854a3ebf13a049f852fca7,cards_senior_0731.jsonl:8,google-quest-challenge,easy,2,1,1,True,0,False,False,stdout_only,160.9,4621.799937464006,0.034813276683777504,google-quest-challenge__6ba46794dff84b4aa036ddff694451c2,1,0.0,0.07211000000000001,1.0,2,0
google-quest-challenge__59d05421af854a3ebf13a049f852fca7,cards_senior_0731.jsonl:8,google-quest-challenge,easy,2,1,1,True,0,False,False,artifact_score_then_stdout,160.9,4621.799937464006,0.034813276683777504,google-quest-challenge__6ba46794dff84b4aa036ddff694451c2,1,0.0,0.07211000000000001,1.0,2,0
google-quest-challenge__59d05421af854a3ebf13a049f852fca7,cards_senior_0731.jsonl:8,google-quest-challenge,easy,2,1,1,True,0,False,False,parent_certified_override,160.9,4621.799937464006,0.034813276683777504,google-quest-challenge__6ba46794dff84b4aa036ddff694451c2,1,0.0,0.07211000000000001,1.0,2,0
google-quest-challenge__59d05421af854a3ebf13a049f852fca7,cards_senior_0731.jsonl:8,google-quest-challenge,easy,2,1,1,True,0,False,False,full_oracle,160.9,4621.799937464006,0.034813276683777504,google-quest-challenge__d18100348572434fbfa74d3d01008623,1,1.0,0.0,0.0,1,1
google-quest-challenge__5bbb739e789e4195ab45d5c9d9e4ef0e,cards_senior_0731.jsonl:8,google-quest-challenge,easy,2,1,1,True,0,False,False,random,163.3,774.2440649799828,0.21091540431016664,google-quest-challenge__b0136f10f1e34af1bea8d3b95494444d|google-quest-challenge__c0db78dfced24417a26a9268ac68ca83,2,0.5,0.03031499999999998,0.49999999999999956,1.5,0.5
google-quest-challenge__5bbb739e789e4195ab45d5c9d9e4ef0e,cards_senior_0731.jsonl:8,google-quest-challenge,easy,2,1,1,True,0,False,False,stdout_only,163.3,774.2440649799828,0.21091540431016664,google-quest-challenge__c0db78dfced24417a26a9268ac68ca83,1,0.0,0.06063000000000002,1.0,2,0
google-quest-challenge__5bbb739e789e4195ab45d5c9d9e4ef0e,cards_senior_0731.jsonl:8,google-quest-challenge,easy,2,1,1,True,0,False,False,artifact_score_then_stdout,163.3,774.2440649799828,0.21091540431016664,google-quest-challenge__c0db78dfced24417a26a9268ac68ca83,1,0.0,0.06063000000000002,1.0,2,0
google-quest-challenge__5bbb739e789e4195ab45d5c9d9e4ef0e,cards_senior_0731.jsonl:8,google-quest-challenge,easy,2,1,1,True,0,False,False,parent_certified_override,163.3,774.2440649799828,0.21091540431016664,google-quest-challenge__c0db78dfced24417a26a9268ac68ca83,1,0.0,0.06063000000000002,1.0,2,0
google-quest-challenge__5bbb739e789e4195ab45d5c9d9e4ef0e,cards_senior_0731.jsonl:8,google-quest-challenge,easy,2,1,1,True,0,False,False,full_oracle,163.3,774.2440649799828,0.21091540431016664,google-quest-challenge__b0136f10f1e34af1bea8d3b95494444d,1,1.0,0.0,0.0,1,1
google-quest-challenge__9c121e84fa5a451e87b48f608b215dd4,cards_senior_0731.jsonl:8,google-quest-challenge,hard,2,0,0,True,0,False,False,random,240.3,9685.27632703996,0.024810856385079634,google-quest-challenge__0f314d3d03ab4226be148679544edf63|google-quest-challenge__43f44abea2d04a8e993bbcf60a6646d7,2,0.5,0.0008349999999999747,0.4999999999999834,1.5,0.5
google-quest-challenge__9c121e84fa5a451e87b48f608b215dd4,cards_senior_0731.jsonl:8,google-quest-challenge,hard,2,0,0,True,0,False,False,stdout_only,240.3,9685.27632703996,0.024810856385079634,google-quest-challenge__0f314d3d03ab4226be148679544edf63|google-quest-challenge__43f44abea2d04a8e993bbcf60a6646d7,2,0.5,0.0008349999999999747,0.4999999999999834,1.5,0.5
google-quest-challenge__9c121e84fa5a451e87b48f608b215dd4,cards_senior_0731.jsonl:8,google-quest-challenge,hard,2,0,0,True,0,False,False,artifact_score_then_stdout,240.3,9685.27632703996,0.024810856385079634,google-quest-challenge__0f314d3d03ab4226be148679544edf63|google-quest-challenge__43f44abea2d04a8e993bbcf60a6646d7,2,0.5,0.0008349999999999747,0.4999999999999834,1.5,0.5
google-quest-challenge__9c121e84fa5a451e87b48f608b215dd4,cards_senior_0731.jsonl:8,google-quest-challenge,hard,2,0,0,True,0,False,False,parent_certified_override,240.3,9685.27632703996,0.024810856385079634,google-quest-challenge__0f314d3d03ab4226be148679544edf63|google-quest-challenge__43f44abea2d04a8e993bbcf60a6646d7,2,0.5,0.0008349999999999747,0.4999999999999834,1.5,0.5
google-quest-challenge__9c121e84fa5a451e87b48f608b215dd4,cards_senior_0731.jsonl:8,google-quest-challenge,hard,2,0,0,True,0,False,False,full_oracle,240.3,9685.27632703996,0.024810856385079634,google-quest-challenge__43f44abea2d04a8e993bbcf60a6646d7,1,1.0,0.0,0.0,1,1
google-quest-challenge__9f74747856c543728a41fbad7c6faf26,cards_senior_0731.jsonl:8,google-quest-challenge,hard,2,0,0,True,0,False,False,random,240.4,12778.345358970982,0.018813077377911703,google-quest-challenge__5e9ca53a965341de95e27ea6a40732c6|google-quest-challenge__d47652578a9f4b8e896dcf77a27f1573,2,0.5,0.002385000000000026,0.5000000000000058,1.5,0
google-quest-challenge__9f74747856c543728a41fbad7c6faf26,cards_senior_0731.jsonl:8,google-quest-challenge,hard,2,0,0,True,0,False,False,stdout_only,240.4,12778.345358970982,0.018813077377911703,google-quest-challenge__5e9ca53a965341de95e27ea6a40732c6|google-quest-challenge__d47652578a9f4b8e896dcf77a27f1573,2,0.5,0.002385000000000026,0.5000000000000058,1.5,0
google-quest-challenge__9f74747856c543728a41fbad7c6faf26,cards_senior_0731.jsonl:8,google-quest-challenge,hard,2,0,0,True,0,False,False,artifact_score_then_stdout,240.4,12778.345358970982,0.018813077377911703,google-quest-challenge__5e9ca53a965341de95e27ea6a40732c6|google-quest-challenge__d47652578a9f4b8e896dcf77a27f1573,2,0.5,0.002385000000000026,0.5000000000000058,1.5,0
google-quest-challenge__9f74747856c543728a41fbad7c6faf26,cards_senior_0731.jsonl:8,google-quest-challenge,hard,2,0,0,True,0,False,False,parent_certified_override,240.4,12778.345358970982,0.018813077377911703,google-quest-challenge__5e9ca53a965341de95e27ea6a40732c6|google-quest-challenge__d47652578a9f4b8e896dcf77a27f1573,2,0.5,0.002385000000000026,0.5000000000000058,1.5,0
google-quest-challenge__9f74747856c543728a41fbad7c6faf26,cards_senior_0731.jsonl:8,google-quest-challenge,hard,2,0,0,True,0,False,False,full_oracle,240.4,12778.345358970982,0.018813077377911703,google-quest-challenge__5e9ca53a965341de95e27ea6a40732c6,1,1.0,0.0,0.0,1,0
google-quest-challenge__af65cdfcccea47739bbbd7014fb7f5d6,cards_senior_0731.jsonl:8,google-quest-challenge,hard,2,0,0,True,0,False,False,random,240.3,12051.353250257991,0.019939669430472942,google-quest-challenge__3d3145e426b04dc1a112c0832c002be2|google-quest-challenge__9f74747856c543728a41fbad7c6faf26,2,0.5,0.003635000000000055,0.5000000000000038,1.5,0.5
google-quest-challenge__af65cdfcccea47739bbbd7014fb7f5d6,cards_senior_0731.jsonl:8,google-quest-challenge,hard,2,0,0,True,0,False,False,stdout_only,240.3,12051.353250257991,0.019939669430472942,google-quest-challenge__3d3145e426b04dc1a112c0832c002be2|google-quest-challenge__9f74747856c543728a41fbad7c6faf26,2,0.5,0.003635000000000055,0.5000000000000038,1.5,0.5
google-quest-challenge__af65cdfcccea47739bbbd7014fb7f5d6,cards_senior_0731.jsonl:8,google-quest-challenge,hard,2,0,0,True,0,False,False,artifact_score_then_stdout,240.3,12051.353250257991,0.019939669430472942,google-quest-challenge__3d3145e426b04dc1a112c0832c002be2|google-quest-challenge__9f74747856c543728a41fbad7c6faf26,2,0.5,0.003635000000000055,0.5000000000000038,1.5,0.5
google-quest-challenge__af65cdfcccea47739bbbd7014fb7f5d6,cards_senior_0731.jsonl:8,google-quest-challenge,hard,2,0,0,True,0,False,False,parent_certified_override,240.3,12051.353250257991,0.019939669430472942,google-quest-challenge__3d3145e426b04dc1a112c0832c002be2|google-quest-challenge__9f74747856c543728a41fbad7c6faf26,2,0.5,0.003635000000000055,0.5000000000000038,1.5,0.5
google-quest-challenge__af65cdfcccea47739bbbd7014fb7f5d6,cards_senior_0731.jsonl:8,google-quest-challenge,hard,2,0,0,True,0,False,False,full_oracle,240.3,12051.353250257991,0.019939669430472942,google-quest-challenge__9f74747856c543728a41fbad7c6faf26,1,1.0,0.0,0.0,1,1
kuzushiji-recognition__121ed223cdb04e059635cad9a797bd87,cards_senior_0806.jsonl:13,kuzushiji-recognition,easy,2,0,0,True,0,False,False,random,172.7,3921.0252232720377,0.04404460317546348,kuzushiji-recognition__181e0d660b9d488cbc03cfdf2e2dee1c|kuzushiji-recognition__d986962a7a4d47e0ad49cda82797dbe8,2,0.5,0.30362999999999996,0.5,1.5,0.5
kuzushiji-recognition__121ed223cdb04e059635cad9a797bd87,cards_senior_0806.jsonl:13,kuzushiji-recognition,easy,2,0,0,True,0,False,False,stdout_only,172.7,3921.0252232720377,0.04404460317546348,kuzushiji-recognition__181e0d660b9d488cbc03cfdf2e2dee1c|kuzushiji-recognition__d986962a7a4d47e0ad49cda82797dbe8,2,0.5,0.30362999999999996,0.5,1.5,0.5
kuzushiji-recognition__121ed223cdb04e059635cad9a797bd87,cards_senior_0806.jsonl:13,kuzushiji-recognition,easy,2,0,0,True,0,False,False,artifact_score_then_stdout,172.7,3921.0252232720377,0.04404460317546348,kuzushiji-recognition__181e0d660b9d488cbc03cfdf2e2dee1c|kuzushiji-recognition__d986962a7a4d47e0ad49cda82797dbe8,2,0.5,0.30362999999999996,0.5,1.5,0.5
kuzushiji-recognition__121ed223cdb04e059635cad9a797bd87,cards_senior_0806.jsonl:13,kuzushiji-recognition,easy,2,0,0,True,0,False,False,parent_certified_override,172.7,3921.0252232720377,0.04404460317546348,kuzushiji-recognition__181e0d660b9d488cbc03cfdf2e2dee1c|kuzushiji-recognition__d986962a7a4d47e0ad49cda82797dbe8,2,0.5,0.30362999999999996,0.5,1.5,0.5
kuzushiji-recognition__121ed223cdb04e059635cad9a797bd87,cards_senior_0806.jsonl:13,kuzushiji-recognition,easy,2,0,0,True,0,False,False,full_oracle,172.7,3921.0252232720377,0.04404460317546348,kuzushiji-recognition__181e0d660b9d488cbc03cfdf2e2dee1c,1,1.0,0.0,0.0,1,1
kuzushiji-recognition__4dd7be980ff84ddba2cf9058c2885427,cards_senior_0804.jsonl:10,kuzushiji-recognition,hard,2,0,0,True,0,False,False,random,240.4,4745.1295155209955,0.050662473851065176,kuzushiji-recognition__73e99f460e924a9e88321f1949932b3b|kuzushiji-recognition__9524d52febcd4295ad84c4af399e1324,2,0.5,0.004790000000000072,0.5000000000000058,1.5,1
kuzushiji-recognition__4dd7be980ff84ddba2cf9058c2885427,cards_senior_0804.jsonl:10,kuzushiji-recognition,hard,2,0,0,True,0,False,False,stdout_only,240.4,4745.1295155209955,0.050662473851065176,kuzushiji-recognition__73e99f460e924a9e88321f1949932b3b|kuzushiji-recognition__9524d52febcd4295ad84c4af399e1324,2,0.5,0.004790000000000072,0.5000000000000058,1.5,1
kuzushiji-recognition__4dd7be980ff84ddba2cf9058c2885427,cards_senior_0804.jsonl:10,kuzushiji-recognition,hard,2,0,0,True,0,False,False,artifact_score_then_stdout,240.4,4745.1295155209955,0.050662473851065176,kuzushiji-recognition__73e99f460e924a9e88321f1949932b3b|kuzushiji-recognition__9524d52febcd4295ad84c4af399e1324,2,0.5,0.004790000000000072,0.5000000000000058,1.5,1
kuzushiji-recognition__4dd7be980ff84ddba2cf9058c2885427,cards_senior_0804.jsonl:10,kuzushiji-recognition,hard,2,0,0,True,0,False,False,parent_certified_override,240.4,4745.1295155209955,0.050662473851065176,kuzushiji-recognition__73e99f460e924a9e88321f1949932b3b|kuzushiji-recognition__9524d52febcd4295ad84c4af399e1324,2,0.5,0.004790000000000072,0.5000000000000058,1.5,1
kuzushiji-recognition__4dd7be980ff84ddba2cf9058c2885427,cards_senior_0804.jsonl:10,kuzushiji-recognition,hard,2,0,0,True,0,False,False,full_oracle,240.4,4745.1295155209955,0.050662473851065176,kuzushiji-recognition__9524d52febcd4295ad84c4af399e1324,1,1.0,0.0,0.0,1,1
kuzushiji-recognition__ad92a6e36fda4465b4ac7e307e5a71cb,cards_senior_0806.jsonl:13,kuzushiji-recognition,easy,2,0,0,True,0,False,False,random,240.4,3844.2719122660346,0.06253459835474917,kuzushiji-recognition__182f4cda0713445da9215b141532d19c|kuzushiji-recognition__2f8ad4b6f65e4c7b8d9da78aec6a8d9a,2,0.5,0.011915000000000009,0.5,1.5,1
kuzushiji-recognition__ad92a6e36fda4465b4ac7e307e5a71cb,cards_senior_0806.jsonl:13,kuzushiji-recognition,easy,2,0,0,True,0,False,False,stdout_only,240.4,3844.2719122660346,0.06253459835474917,kuzushiji-recognition__182f4cda0713445da9215b141532d19c|kuzushiji-recognition__2f8ad4b6f65e4c7b8d9da78aec6a8d9a,2,0.5,0.011915000000000009,0.5,1.5,1
kuzushiji-recognition__ad92a6e36fda4465b4ac7e307e5a71cb,cards_senior_0806.jsonl:13,kuzushiji-recognition,easy,2,0,0,True,0,False,False,artifact_score_then_stdout,240.4,3844.2719122660346,0.06253459835474917,kuzushiji-recognition__182f4cda0713445da9215b141532d19c|kuzushiji-recognition__2f8ad4b6f65e4c7b8d9da78aec6a8d9a,2,0.5,0.011915000000000009,0.5,1.5,1
kuzushiji-recognition__ad92a6e36fda4465b4ac7e307e5a71cb,cards_senior_0806.jsonl:13,kuzushiji-recognition,easy,2,0,0,True,0,False,False,parent_certified_override,240.4,3844.2719122660346,0.06253459835474917,kuzushiji-recognition__182f4cda0713445da9215b141532d19c|kuzushiji-recognition__2f8ad4b6f65e4c7b8d9da78aec6a8d9a,2,0.5,0.011915000000000009,0.5,1.5,1
kuzushiji-recognition__ad92a6e36fda4465b4ac7e307e5a71cb,cards_senior_0806.jsonl:13,kuzushiji-recognition,easy,2,0,0,True,0,False,False,full_oracle,240.4,3844.2719122660346,0.06253459835474917,kuzushiji-recognition__2f8ad4b6f65e4c7b8d9da78aec6a8d9a,1,1.0,0.0,0.0,1,1
kuzushiji-recognition__eeaa6bfc07634ea58702ac333e168a6a,cards_senior_0804.jsonl:10,kuzushiji-recognition,easy,2,0,0,True,0,False,False,random,240.4,2680.9472773440066,0.08966979769858152,kuzushiji-recognition__4dd7be980ff84ddba2cf9058c2885427|kuzushiji-recognition__d6f23b0dbc6b4334a0ff06e695764651,2,0.5,0.10888500000000001,0.5,1.5,1
kuzushiji-recognition__eeaa6bfc07634ea58702ac333e168a6a,cards_senior_0804.jsonl:10,kuzushiji-recognition,easy,2,0,0,True,0,False,False,stdout_only,240.4,2680.9472773440066,0.08966979769858152,kuzushiji-recognition__4dd7be980ff84ddba2cf9058c2885427|kuzushiji-recognition__d6f23b0dbc6b4334a0ff06e695764651,2,0.5,0.10888500000000001,0.5,1.5,1
kuzushiji-recognition__eeaa6bfc07634ea58702ac333e168a6a,cards_senior_0804.jsonl:10,kuzushiji-recognition,easy,2,0,0,True,0,False,False,artifact_score_then_stdout,240.4,2680.9472773440066,0.08966979769858152,kuzushiji-recognition__4dd7be980ff84ddba2cf9058c2885427|kuzushiji-recognition__d6f23b0dbc6b4334a0ff06e695764651,2,0.5,0.10888500000000001,0.5,1.5,1
kuzushiji-recognition__eeaa6bfc07634ea58702ac333e168a6a,cards_senior_0804.jsonl:10,kuzushiji-recognition,easy,2,0,0,True,0,False,False,parent_certified_override,240.4,2680.9472773440066,0.08966979769858152,kuzushiji-recognition__4dd7be980ff84ddba2cf9058c2885427|kuzushiji-recognition__d6f23b0dbc6b4334a0ff06e695764651,2,0.5,0.10888500000000001,0.5,1.5,1
kuzushiji-recognition__eeaa6bfc07634ea58702ac333e168a6a,cards_senior_0804.jsonl:10,kuzushiji-recognition,easy,2,0,0,True,0,False,False,full_oracle,240.4,2680.9472773440066,0.08966979769858152,kuzushiji-recognition__4dd7be980ff84ddba2cf9058c2885427,1,1.0,0.0,0.0,1,1
leaf-classification__239c7e7b1c754e3c964e2a79deca5005,cards_senior_0808.jsonl:34,leaf-classification,hard,3,3,3,True,0,False,False,random,107.4,176.68188110366464,0.6078721786813281,leaf-classification__057eea44bbc44c398d28cb637cf4dc58|leaf-classification__73e11f5203254134a921f4cb4cf0f43f|leaf-classification__d7f05a7d1c444f3b83fc5cb5e0070510,3,0.3333333333333333,4.026073333333334,0.3333716988094834,2,0
leaf-classification__239c7e7b1c754e3c964e2a79deca5005,cards_senior_0808.jsonl:34,leaf-classification,hard,3,3,3,True,0,False,False,stdout_only,107.4,176.68188110366464,0.6078721786813281,leaf-classification__057eea44bbc44c398d28cb637cf4dc58,1,0.0,12.07683,1.0,3,0
leaf-classification__239c7e7b1c754e3c964e2a79deca5005,cards_senior_0808.jsonl:34,leaf-classification,hard,3,3,3,True,0,False,False,artifact_score_then_stdout,107.4,176.68188110366464,0.6078721786813281,leaf-classification__73e11f5203254134a921f4cb4cf0f43f,1,1.0,0.0,0.0,1,0
leaf-classification__239c7e7b1c754e3c964e2a79deca5005,cards_senior_0808.jsonl:34,leaf-classification,hard,3,3,3,True,0,False,False,parent_certified_override,107.4,176.68188110366464,0.6078721786813281,leaf-classification__057eea44bbc44c398d28cb637cf4dc58,1,0.0,12.07683,1.0,3,0
leaf-classification__239c7e7b1c754e3c964e2a79deca5005,cards_senior_0808.jsonl:34,leaf-classification,hard,3,3,3,True,0,False,False,full_oracle,107.4,176.68188110366464,0.6078721786813281,leaf-classification__73e11f5203254134a921f4cb4cf0f43f,1,1.0,0.0,0.0,1,0
leaf-classification__3c164f72f3244432b38a52ea18357921,cards_senior_0808.jsonl:34,leaf-classification,hard,3,3,3,True,3,True,True,random,106.6,168.19164774939418,0.6338007946674865,leaf-classification__0012a07f48b648679734623e5e3acbee|leaf-classification__156c3f5007194dec993c6183a80af50f|leaf-classification__6a0fb84e84c54521889bbf92076512f0,3,0.6666666666666666,0.0005299999999999992,0.3333333333333333,1.3333333333333333,1
leaf-classification__3c164f72f3244432b38a52ea18357921,cards_senior_0808.jsonl:34,leaf-classification,hard,3,3,3,True,3,True,True,stdout_only,106.6,168.19164774939418,0.6338007946674865,leaf-classification__0012a07f48b648679734623e5e3acbee,1,1.0,0.0,0.0,1,1
leaf-classification__3c164f72f3244432b38a52ea18357921,cards_senior_0808.jsonl:34,leaf-classification,hard,3,3,3,True,3,True,True,artifact_score_then_stdout,106.6,168.19164774939418,0.6338007946674865,leaf-classification__0012a07f48b648679734623e5e3acbee|leaf-classification__156c3f5007194dec993c6183a80af50f,2,1.0,0.0,0.0,1,1
leaf-classification__3c164f72f3244432b38a52ea18357921,cards_senior_0808.jsonl:34,leaf-classification,hard,3,3,3,True,3,True,True,parent_certified_override,106.6,168.19164774939418,0.6338007946674865,leaf-classification__0012a07f48b648679734623e5e3acbee|leaf-classification__156c3f5007194dec993c6183a80af50f,2,1.0,0.0,0.0,1,1
leaf-classification__3c164f72f3244432b38a52ea18357921,cards_senior_0808.jsonl:34,leaf-classification,hard,3,3,3,True,3,True,True,full_oracle,106.6,168.19164774939418,0.6338007946674865,leaf-classification__0012a07f48b648679734623e5e3acbee|leaf-classification__156c3f5007194dec993c6183a80af50f,2,1.0,0.0,0.0,1,1
leaf-classification__6ab44b6035424b84aa5f92009d7da965,cards_senior_0808.jsonl:34,leaf-classification,easy,2,2,1,True,1,True,True,random,160.9,192.05969121307135,0.8377603805553205,leaf-classification__991d5e2597c6435aa1d658f2f46639f1|leaf-classification__ee501d742baa4e5eb3737e1746896c43,2,0.5,0.02407999999999999,0.5,1.5,0.5
leaf-classification__6ab44b6035424b84aa5f92009d7da965,cards_senior_0808.jsonl:34,leaf-classification,easy,2,2,1,True,1,True,True,stdout_only,160.9,192.05969121307135,0.8377603805553205,leaf-classification__ee501d742baa4e5eb3737e1746896c43,1,0.0,0.04815999999999998,1.0,2,0
leaf-classification__6ab44b6035424b84aa5f92009d7da965,cards_senior_0808.jsonl:34,leaf-classification,easy,2,2,1,True,1,True,True,artifact_score_then_stdout,160.9,192.05969121307135,0.8377603805553205,leaf-classification__991d5e2597c6435aa1d658f2f46639f1,1,1.0,0.0,0.0,1,1
leaf-classification__6ab44b6035424b84aa5f92009d7da965,cards_senior_0808.jsonl:34,leaf-classification,easy,2,2,1,True,1,True,True,parent_certified_override,160.9,192.05969121307135,0.8377603805553205,leaf-classification__991d5e2597c6435aa1d658f2f46639f1,1,1.0,0.0,0.0,1,1
leaf-classification__6ab44b6035424b84aa5f92009d7da965,cards_senior_0808.jsonl:34,leaf-classification,easy,2,2,1,True,1,True,True,full_oracle,160.9,192.05969121307135,0.8377603805553205,leaf-classification__991d5e2597c6435aa1d658f2f46639f1,1,1.0,0.0,0.0,1,1
leaf-classification__abd955fe1fad4d7a9b4bac2c62a6b1ae,cards_senior_0808.jsonl:34,leaf-classification,easy,2,2,0,True,0,False,False,random,44.3,50.29974092915654,0.8807202419271556,leaf-classification__494524617b54420f82384eeeca1bb3f8|leaf-classification__eed56a4de8c846d199c496cea22662c6,2,0.5,0.017565000000000004,0.5000000000000001,1.5,0
