parent,run_id,task,stratum,policy,n_children,n_artifact,n_silent,accepted_early,n_escalated,endpoint_identity,deployed_available,deployed_utility,full_final_best_utility,deployed_delta_to_full_final,deployed_matches_or_beats_full,deployed_strictly_beats_full,deployed_strictly_loses_full,low_wall_s,all_full_runtime_s,restart_cost_s,continuation_cost_s
google-quest-challenge__09e3c19539104671ae6c7ac3d25ba513,cards_senior_0806.jsonl:8,google-quest-challenge,easy,full_external,2,0,2,0,2,1.0,1,0.40648,0.40648,0.0,1.0,0.0,0.0,240.3,2106.5476160738617,2106.5476160738617,2106.5476160738617
google-quest-challenge__09e3c19539104671ae6c7ac3d25ba513,cards_senior_0806.jsonl:8,google-quest-challenge,easy,conformal_a05,2,0,2,0,2,1.0,1,0.40648,0.40648,0.0,1.0,0.0,0.0,240.3,2106.5476160738617,2346.847616073862,2106.847616073862
google-quest-challenge__09e3c19539104671ae6c7ac3d25ba513,cards_senior_0806.jsonl:8,google-quest-challenge,easy,conformal_a10,2,0,2,0,2,1.0,1,0.40648,0.40648,0.0,1.0,0.0,0.0,240.3,2106.5476160738617,2346.847616073862,2106.847616073862
google-quest-challenge__09e3c19539104671ae6c7ac3d25ba513,cards_senior_0806.jsonl:8,google-quest-challenge,easy,conformal_a20,2,0,2,0,2,1.0,1,0.40648,0.40648,0.0,1.0,0.0,0.0,240.3,2106.5476160738617,2346.847616073862,2106.847616073862
google-quest-challenge__54d5e9cda21a4099a4d5c8a5900b642d,cards_senior_0731.jsonl:8,google-quest-challenge,hard,artifact_only,2,0,2,0,0,0.5,0,nan,0.43917,nan,0.0,0.0,1.0,240.4,11458.130039536976,240.4,240.4
google-quest-challenge__54d5e9cda21a4099a4d5c8a5900b642d,cards_senior_0731.jsonl:8,google-quest-challenge,hard,all_escalate,2,0,2,0,2,1.0,1,0.43917,0.43917,0.0,1.0,0.0,0.0,240.4,11458.130039536976,11698.530039536976,11458.530039536976
google-quest-challenge__54d5e9cda21a4099a4d5c8a5900b642d,cards_senior_0731.jsonl:8,google-quest-challenge,hard,full_external,2,0,2,0,2,1.0,1,0.43917,0.43917,0.0,1.0,0.0,0.0,240.4,11458.130039536976,11458.130039536976,11458.130039536976
google-quest-challenge__54d5e9cda21a4099a4d5c8a5900b642d,cards_senior_0731.jsonl:8,google-quest-challenge,hard,conformal_a05,2,0,2,0,2,1.0,1,0.43917,0.43917,0.0,1.0,0.0,0.0,240.4,11458.130039536976,11698.530039536976,11458.530039536976
google-quest-challenge__54d5e9cda21a4099a4d5c8a5900b642d,cards_senior_0731.jsonl:8,google-quest-challenge,hard,conformal_a10,2,0,2,0,2,1.0,1,0.43917,0.43917,0.0,1.0,0.0,0.0,240.4,11458.130039536976,11698.530039536976,11458.530039536976
google-quest-challenge__54d5e9cda21a4099a4d5c8a5900b642d,cards_senior_0731.jsonl:8,google-quest-challenge,hard,conformal_a20,2,0,2,0,2,1.0,1,0.43917,0.43917,0.0,1.0,0.0,0.0,240.4,11458.130039536976,11698.530039536976,11458.530039536976
google-quest-challenge__59d05421af854a3ebf13a049f852fca7,cards_senior_0731.jsonl:8,google-quest-challenge,easy,artifact_only,2,1,1,1,0,0.0,1,0.35696,0.42907,-0.07211000000000001,0.0,0.0,1.0,160.9,4621.799937464006,160.9,160.9
google-quest-challenge__59d05421af854a3ebf13a049f852fca7,cards_senior_0731.jsonl:8,google-quest-challenge,easy,all_escalate,2,1,1,0,1,1.0,1,0.42907,0.42907,0.0,1.0,0.0,0.0,160.9,4621.799937464006,4761.280839613004,4641.280839613004
google-quest-challenge__59d05421af854a3ebf13a049f852fca7,cards_senior_0731.jsonl:8,google-quest-challenge,easy,full_external,2,1,1,0,2,1.0,1,0.42907,0.42907,0.0,1.0,0.0,0.0,160.9,4621.799937464006,4621.799937464006,4621.799937464006
google-quest-challenge__59d05421af854a3ebf13a049f852fca7,cards_senior_0731.jsonl:8,google-quest-challenge,easy,conformal_a05,2,1,1,0,1,1.0,1,0.42907,0.42907,0.0,1.0,0.0,0.0,160.9,4621.799937464006,4761.280839613004,4641.280839613004
google-quest-challenge__59d05421af854a3ebf13a049f852fca7,cards_senior_0731.jsonl:8,google-quest-challenge,easy,conformal_a10,2,1,1,0,1,1.0,1,0.42907,0.42907,0.0,1.0,0.0,0.0,160.9,4621.799937464006,4761.280839613004,4641.280839613004
google-quest-challenge__59d05421af854a3ebf13a049f852fca7,cards_senior_0731.jsonl:8,google-quest-challenge,easy,conformal_a20,2,1,1,0,1,1.0,1,0.42907,0.42907,0.0,1.0,0.0,0.0,160.9,4621.799937464006,4761.280839613004,4641.280839613004
google-quest-challenge__5bbb739e789e4195ab45d5c9d9e4ef0e,cards_senior_0731.jsonl:8,google-quest-challenge,easy,artifact_only,2,1,1,1,0,0.0,1,0.35696,0.41759,-0.06063000000000002,0.0,0.0,1.0,163.3,774.2440649799828,163.3,163.3
google-quest-challenge__5bbb739e789e4195ab45d5c9d9e4ef0e,cards_senior_0731.jsonl:8,google-quest-challenge,easy,all_escalate,2,1,1,0,1,1.0,1,0.41759,0.41759,0.0,1.0,0.0,0.0,163.3,774.2440649799828,899.7574767790036,779.7574767790036
google-quest-challenge__5bbb739e789e4195ab45d5c9d9e4ef0e,cards_senior_0731.jsonl:8,google-quest-challenge,easy,full_external,2,1,1,0,2,1.0,1,0.41759,0.41759,0.0,1.0,0.0,0.0,163.3,774.2440649799828,774.2440649799828,774.2440649799828
google-quest-challenge__5bbb739e789e4195ab45d5c9d9e4ef0e,cards_senior_0731.jsonl:8,google-quest-challenge,easy,conformal_a05,2,1,1,0,1,1.0,1,0.41759,0.41759,0.0,1.0,0.0,0.0,163.3,774.2440649799828,899.7574767790036,779.7574767790036
google-quest-challenge__5bbb739e789e4195ab45d5c9d9e4ef0e,cards_senior_0731.jsonl:8,google-quest-challenge,easy,conformal_a10,2,1,1,0,1,1.0,1,0.41759,0.41759,0.0,1.0,0.0,0.0,163.3,774.2440649799828,899.7574767790036,779.7574767790036
google-quest-challenge__5bbb739e789e4195ab45d5c9d9e4ef0e,cards_senior_0731.jsonl:8,google-quest-challenge,easy,conformal_a20,2,1,1,0,1,1.0,1,0.41759,0.41759,0.0,1.0,0.0,0.0,163.3,774.2440649799828,899.7574767790036,779.7574767790036
google-quest-challenge__9c121e84fa5a451e87b48f608b215dd4,cards_senior_0731.jsonl:8,google-quest-challenge,hard,artifact_only,2,0,2,0,0,0.5,0,nan,0.43941,nan,0.0,0.0,1.0,240.3,9685.27632703996,240.3,240.3
google-quest-challenge__9c121e84fa5a451e87b48f608b215dd4,cards_senior_0731.jsonl:8,google-quest-challenge,hard,all_escalate,2,0,2,0,2,1.0,1,0.43941,0.43941,0.0,1.0,0.0,0.0,240.3,9685.27632703996,9925.576327039958,9685.576327039958
google-quest-challenge__9c121e84fa5a451e87b48f608b215dd4,cards_senior_0731.jsonl:8,google-quest-challenge,hard,full_external,2,0,2,0,2,1.0,1,0.43941,0.43941,0.0,1.0,0.0,0.0,240.3,9685.27632703996,9685.27632703996,9685.27632703996
google-quest-challenge__9c121e84fa5a451e87b48f608b215dd4,cards_senior_0731.jsonl:8,google-quest-challenge,hard,conformal_a05,2,0,2,0,2,1.0,1,0.43941,0.43941,0.0,1.0,0.0,0.0,240.3,9685.27632703996,9925.576327039958,9685.576327039958
google-quest-challenge__9c121e84fa5a451e87b48f608b215dd4,cards_senior_0731.jsonl:8,google-quest-challenge,hard,conformal_a10,2,0,2,0,2,1.0,1,0.43941,0.43941,0.0,1.0,0.0,0.0,240.3,9685.27632703996,9925.576327039958,9685.576327039958
google-quest-challenge__9c121e84fa5a451e87b48f608b215dd4,cards_senior_0731.jsonl:8,google-quest-challenge,hard,conformal_a20,2,0,2,0,2,1.0,1,0.43941,0.43941,0.0,1.0,0.0,0.0,240.3,9685.27632703996,9925.576327039958,9685.576327039958
google-quest-challenge__9f74747856c543728a41fbad7c6faf26,cards_senior_0731.jsonl:8,google-quest-challenge,hard,artifact_only,2,0,2,0,0,0.5,0,nan,0.43785,nan,0.0,0.0,1.0,240.4,12778.345358970982,240.4,240.4
google-quest-challenge__9f74747856c543728a41fbad7c6faf26,cards_senior_0731.jsonl:8,google-quest-challenge,hard,all_escalate,2,0,2,0,2,1.0,1,0.43785,0.43785,0.0,1.0,0.0,0.0,240.4,12778.345358970982,13018.745358970982,12778.745358970982
google-quest-challenge__9f74747856c543728a41fbad7c6faf26,cards_senior_0731.jsonl:8,google-quest-challenge,hard,full_external,2,0,2,0,2,1.0,1,0.43785,0.43785,0.0,1.0,0.0,0.0,240.4,12778.345358970982,12778.345358970982,12778.345358970982
google-quest-challenge__9f74747856c543728a41fbad7c6faf26,cards_senior_0731.jsonl:8,google-quest-challenge,hard,conformal_a05,2,0,2,0,2,1.0,1,0.43785,0.43785,0.0,1.0,0.0,0.0,240.4,12778.345358970982,13018.745358970982,12778.745358970982
google-quest-challenge__9f74747856c543728a41fbad7c6faf26,cards_senior_0731.jsonl:8,google-quest-challenge,hard,conformal_a10,2,0,2,0,2,1.0,1,0.43785,0.43785,0.0,1.0,0.0,0.0,240.4,12778.345358970982,13018.745358970982,12778.745358970982
google-quest-challenge__9f74747856c543728a41fbad7c6faf26,cards_senior_0731.jsonl:8,google-quest-challenge,hard,conformal_a20,2,0,2,0,2,1.0,1,0.43785,0.43785,0.0,1.0,0.0,0.0,240.4,12778.345358970982,13018.745358970982,12778.745358970982
google-quest-challenge__af65cdfcccea47739bbbd7014fb7f5d6,cards_senior_0731.jsonl:8,google-quest-challenge,hard,artifact_only,2,0,2,0,0,0.5,0,nan,0.44008,nan,0.0,0.0,1.0,240.3,12051.353250257991,240.3,240.3
google-quest-challenge__af65cdfcccea47739bbbd7014fb7f5d6,cards_senior_0731.jsonl:8,google-quest-challenge,hard,all_escalate,2,0,2,0,2,1.0,1,0.44008,0.44008,0.0,1.0,0.0,0.0,240.3,12051.353250257991,12291.65325025799,12051.65325025799
google-quest-challenge__af65cdfcccea47739bbbd7014fb7f5d6,cards_senior_0731.jsonl:8,google-quest-challenge,hard,full_external,2,0,2,0,2,1.0,1,0.44008,0.44008,0.0,1.0,0.0,0.0,240.3,12051.353250257991,12051.353250257991,12051.353250257991
google-quest-challenge__af65cdfcccea47739bbbd7014fb7f5d6,cards_senior_0731.jsonl:8,google-quest-challenge,hard,conformal_a05,2,0,2,0,2,1.0,1,0.44008,0.44008,0.0,1.0,0.0,0.0,240.3,12051.353250257991,12291.65325025799,12051.65325025799
google-quest-challenge__af65cdfcccea47739bbbd7014fb7f5d6,cards_senior_0731.jsonl:8,google-quest-challenge,hard,conformal_a10,2,0,2,0,2,1.0,1,0.44008,0.44008,0.0,1.0,0.0,0.0,240.3,12051.353250257991,12291.65325025799,12051.65325025799
google-quest-challenge__af65cdfcccea47739bbbd7014fb7f5d6,cards_senior_0731.jsonl:8,google-quest-challenge,hard,conformal_a20,2,0,2,0,2,1.0,1,0.44008,0.44008,0.0,1.0,0.0,0.0,240.3,12051.353250257991,12291.65325025799,12051.65325025799
kuzushiji-recognition__121ed223cdb04e059635cad9a797bd87,cards_senior_0806.jsonl:13,kuzushiji-recognition,easy,artifact_only,2,0,2,0,0,0.5,0,nan,0.72781,nan,0.0,0.0,1.0,172.7,3921.0252232720377,172.7,172.7
kuzushiji-recognition__121ed223cdb04e059635cad9a797bd87,cards_senior_0806.jsonl:13,kuzushiji-recognition,easy,all_escalate,2,0,2,0,2,1.0,1,0.72781,0.72781,0.0,1.0,0.0,0.0,172.7,3921.0252232720377,4093.7252232720375,3853.7252232720375
kuzushiji-recognition__121ed223cdb04e059635cad9a797bd87,cards_senior_0806.jsonl:13,kuzushiji-recognition,easy,full_external,2,0,2,0,2,1.0,1,0.72781,0.72781,0.0,1.0,0.0,0.0,172.7,3921.0252232720377,3921.0252232720377,3921.0252232720377
kuzushiji-recognition__121ed223cdb04e059635cad9a797bd87,cards_senior_0806.jsonl:13,kuzushiji-recognition,easy,conformal_a05,2,0,2,0,2,1.0,1,0.72781,0.72781,0.0,1.0,0.0,0.0,172.7,3921.0252232720377,4093.7252232720375,3853.7252232720375
kuzushiji-recognition__121ed223cdb04e059635cad9a797bd87,cards_senior_0806.jsonl:13,kuzushiji-recognition,easy,conformal_a10,2,0,2,0,2,1.0,1,0.72781,0.72781,0.0,1.0,0.0,0.0,172.7,3921.0252232720377,4093.7252232720375,3853.7252232720375
kuzushiji-recognition__121ed223cdb04e059635cad9a797bd87,cards_senior_0806.jsonl:13,kuzushiji-recognition,easy,conformal_a20,2,0,2,0,2,1.0,1,0.72781,0.72781,0.0,1.0,0.0,0.0,172.7,3921.0252232720377,4093.7252232720375,3853.7252232720375
kuzushiji-recognition__4dd7be980ff84ddba2cf9058c2885427,cards_senior_0804.jsonl:10,kuzushiji-recognition,hard,artifact_only,2,0,2,0,0,0.5,0,nan,0.65832,nan,0.0,0.0,1.0,240.4,4745.1295155209955,240.4,240.4
kuzushiji-recognition__4dd7be980ff84ddba2cf9058c2885427,cards_senior_0804.jsonl:10,kuzushiji-recognition,hard,all_escalate,2,0,2,0,2,1.0,1,0.65832,0.65832,0.0,1.0,0.0,0.0,240.4,4745.1295155209955,4985.529515520995,4745.529515520995
kuzushiji-recognition__4dd7be980ff84ddba2cf9058c2885427,cards_senior_0804.jsonl:10,kuzushiji-recognition,hard,full_external,2,0,2,0,2,1.0,1,0.65832,0.65832,0.0,1.0,0.0,0.0,240.4,4745.1295155209955,4745.1295155209955,4745.1295155209955
kuzushiji-recognition__4dd7be980ff84ddba2cf9058c2885427,cards_senior_0804.jsonl:10,kuzushiji-recognition,hard,conformal_a05,2,0,2,0,2,1.0,1,0.65832,0.65832,0.0,1.0,0.0,0.0,240.4,4745.1295155209955,4985.529515520995,4745.529515520995
kuzushiji-recognition__4dd7be980ff84ddba2cf9058c2885427,cards_senior_0804.jsonl:10,kuzushiji-recognition,hard,conformal_a10,2,0,2,0,2,1.0,1,0.65832,0.65832,0.0,1.0,0.0,0.0,240.4,4745.1295155209955,4985.529515520995,4745.529515520995
kuzushiji-recognition__4dd7be980ff84ddba2cf9058c2885427,cards_senior_0804.jsonl:10,kuzushiji-recognition,hard,conformal_a20,2,0,2,0,2,1.0,1,0.65832,0.65832,0.0,1.0,0.0,0.0,240.4,4745.1295155209955,4985.529515520995,4745.529515520995
kuzushiji-recognition__ad92a6e36fda4465b4ac7e307e5a71cb,cards_senior_0806.jsonl:13,kuzushiji-recognition,easy,artifact_only,2,0,2,0,0,0.5,0,nan,0.77751,nan,0.0,0.0,1.0,240.4,3844.2719122660346,240.4,240.4
kuzushiji-recognition__ad92a6e36fda4465b4ac7e307e5a71cb,cards_senior_0806.jsonl:13,kuzushiji-recognition,easy,all_escalate,2,0,2,0,2,1.0,1,0.77751,0.77751,0.0,1.0,0.0,0.0,240.4,3844.2719122660346,4084.6719122660347,3844.6719122660347
kuzushiji-recognition__ad92a6e36fda4465b4ac7e307e5a71cb,cards_senior_0806.jsonl:13,kuzushiji-recognition,easy,full_external,2,0,2,0,2,1.0,1,0.77751,0.77751,0.0,1.0,0.0,0.0,240.4,3844.2719122660346,3844.2719122660346,3844.2719122660346
kuzushiji-recognition__ad92a6e36fda4465b4ac7e307e5a71cb,cards_senior_0806.jsonl:13,kuzushiji-recognition,easy,conformal_a05,2,0,2,0,2,1.0,1,0.77751,0.77751,0.0,1.0,0.0,0.0,240.4,3844.2719122660346,4084.6719122660347,3844.6719122660347
kuzushiji-recognition__ad92a6e36fda4465b4ac7e307e5a71cb,cards_senior_0806.jsonl:13,kuzushiji-recognition,easy,conformal_a10,2,0,2,0,2,1.0,1,0.77751,0.77751,0.0,1.0,0.0,0.0,240.4,3844.2719122660346,4084.6719122660347,3844.6719122660347
kuzushiji-recognition__ad92a6e36fda4465b4ac7e307e5a71cb,cards_senior_0806.jsonl:13,kuzushiji-recognition,easy,conformal_a20,2,0,2,0,2,1.0,1,0.77751,0.77751,0.0,1.0,0.0,0.0,240.4,3844.2719122660346,4084.6719122660347,3844.6719122660347
kuzushiji-recognition__eeaa6bfc07634ea58702ac333e168a6a,cards_senior_0804.jsonl:10,kuzushiji-recognition,easy,artifact_only,2,0,2,0,0,0.5,0,nan,0.58526,nan,0.0,0.0,1.0,240.4,2680.9472773440066,240.4,240.4
kuzushiji-recognition__eeaa6bfc07634ea58702ac333e168a6a,cards_senior_0804.jsonl:10,kuzushiji-recognition,easy,all_escalate,2,0,2,0,2,1.0,1,0.58526,0.58526,0.0,1.0,0.0,0.0,240.4,2680.9472773440066,2921.3472773440067,2681.3472773440067
kuzushiji-recognition__eeaa6bfc07634ea58702ac333e168a6a,cards_senior_0804.jsonl:10,kuzushiji-recognition,easy,full_external,2,0,2,0,2,1.0,1,0.58526,0.58526,0.0,1.0,0.0,0.0,240.4,2680.9472773440066,2680.9472773440066,2680.9472773440066
kuzushiji-recognition__eeaa6bfc07634ea58702ac333e168a6a,cards_senior_0804.jsonl:10,kuzushiji-recognition,easy,conformal_a05,2,0,2,0,2,1.0,1,0.58526,0.58526,0.0,1.0,0.0,0.0,240.4,2680.9472773440066,2921.3472773440067,2681.3472773440067
kuzushiji-recognition__eeaa6bfc07634ea58702ac333e168a6a,cards_senior_0804.jsonl:10,kuzushiji-recognition,easy,conformal_a10,2,0,2,0,2,1.0,1,0.58526,0.58526,0.0,1.0,0.0,0.0,240.4,2680.9472773440066,2921.3472773440067,2681.3472773440067
kuzushiji-recognition__eeaa6bfc07634ea58702ac333e168a6a,cards_senior_0804.jsonl:10,kuzushiji-recognition,easy,conformal_a20,2,0,2,0,2,1.0,1,0.58526,0.58526,0.0,1.0,0.0,0.0,240.4,2680.9472773440066,2921.3472773440067,2681.3472773440067
leaf-classification__239c7e7b1c754e3c964e2a79deca5005,cards_senior_0808.jsonl:34,leaf-classification,hard,artifact_only,3,3,0,1,0,1.0,1,-0.13386,-0.13385,-1.0000000000010001e-05,0.0,0.0,1.0,107.4,176.68188110366464,107.4,107.4
leaf-classification__239c7e7b1c754e3c964e2a79deca5005,cards_senior_0808.jsonl:34,leaf-classification,hard,all_escalate,3,3,0,0,0,1.0,1,-0.13386,-0.13385,-1.0000000000010001e-05,0.0,0.0,1.0,107.4,176.68188110366464,107.4,107.4
leaf-classification__239c7e7b1c754e3c964e2a79deca5005,cards_senior_0808.jsonl:34,leaf-classification,hard,full_external,3,3,0,0,3,1.0,1,-0.13385,-0.13385,0.0,1.0,0.0,0.0,107.4,176.68188110366464,176.68188110366464,176.68188110366464
leaf-classification__239c7e7b1c754e3c964e2a79deca5005,cards_senior_0808.jsonl:34,leaf-classification,hard,conformal_a05,3,3,0,0,0,1.0,1,-0.13386,-0.13385,-1.0000000000010001e-05,0.0,0.0,1.0,107.4,176.68188110366464,107.4,107.4
leaf-classification__239c7e7b1c754e3c964e2a79deca5005,cards_senior_0808.jsonl:34,leaf-classification,hard,conformal_a10,3,3,0,0,0,1.0,1,-0.13386,-0.13385,-1.0000000000010001e-05,0.0,0.0,1.0,107.4,176.68188110366464,107.4,107.4
leaf-classification__239c7e7b1c754e3c964e2a79deca5005,cards_senior_0808.jsonl:34,leaf-classification,hard,conformal_a20,3,3,0,0,0,1.0,1,-0.13386,-0.13385,-1.0000000000010001e-05,0.0,0.0,1.0,107.4,176.68188110366464,107.4,107.4
leaf-classification__3c164f72f3244432b38a52ea18357921,cards_senior_0808.jsonl:34,leaf-classification,hard,artifact_only,3,3,0,1,0,1.0,1,-0.02185,-0.02185,0.0,1.0,0.0,0.0,106.6,168.19164774939418,106.6,106.6
leaf-classification__3c164f72f3244432b38a52ea18357921,cards_senior_0808.jsonl:34,leaf-classification,hard,all_escalate,3,3,0,0,0,1.0,1,-0.02185,-0.02185,0.0,1.0,0.0,0.0,106.6,168.19164774939418,106.6,106.6
leaf-classification__3c164f72f3244432b38a52ea18357921,cards_senior_0808.jsonl:34,leaf-classification,hard,full_external,3,3,0,0,3,1.0,1,-0.02185,-0.02185,0.0,1.0,0.0,0.0,106.6,168.19164774939418,168.19164774939418,168.19164774939418
leaf-classification__3c164f72f3244432b38a52ea18357921,cards_senior_0808.jsonl:34,leaf-classification,hard,conformal_a05,3,3,0,0,0,1.0,1,-0.02185,-0.02185,0.0,1.0,0.0,0.0,106.6,168.19164774939418,106.6,106.6
leaf-classification__3c164f72f3244432b38a52ea18357921,cards_senior_0808.jsonl:34,leaf-classification,hard,conformal_a10,3,3,0,0,0,1.0,1,-0.02185,-0.02185,0.0,1.0,0.0,0.0,106.6,168.19164774939418,106.6,106.6
leaf-classification__3c164f72f3244432b38a52ea18357921,cards_senior_0808.jsonl:34,leaf-classification,hard,conformal_a20,3,3,0,0,0,1.0,1,-0.02185,-0.02185,0.0,1.0,0.0,0.0,106.6,168.19164774939418,106.6,106.6
leaf-classification__6ab44b6035424b84aa5f92009d7da965,cards_senior_0808.jsonl:34,leaf-classification,easy,artifact_only,2,2,0,1,0,1.0,1,-0.61573,-0.61573,0.0,1.0,0.0,0.0,160.9,192.05969121307135,160.9,160.9
leaf-classification__6ab44b6035424b84aa5f92009d7da965,cards_senior_0808.jsonl:34,leaf-classification,easy,all_escalate,2,2,0,0,0,1.0,1,-0.61573,-0.61573,0.0,1.0,0.0,0.0,160.9,192.05969121307135,160.9,160.9
leaf-classification__6ab44b6035424b84aa5f92009d7da965,cards_senior_0808.jsonl:34,leaf-classification,easy,full_external,2,2,0,0,2,1.0,1,-0.61573,-0.61573,0.0,1.0,0.0,0.0,160.9,192.05969121307135,192.05969121307135,192.05969121307135
leaf-classification__6ab44b6035424b84aa5f92009d7da965,cards_senior_0808.jsonl:34,leaf-classification,easy,conformal_a05,2,2,0,0,0,1.0,1,-0.61573,-0.61573,0.0,1.0,0.0,0.0,160.9,192.05969121307135,160.9,160.9
leaf-classification__6ab44b6035424b84aa5f92009d7da965,cards_senior_0808.jsonl:34,leaf-classification,easy,conformal_a10,2,2,0,0,0,1.0,1,-0.61573,-0.61573,0.0,1.0,0.0,0.0,160.9,192.05969121307135,160.9,160.9
leaf-classification__6ab44b6035424b84aa5f92009d7da965,cards_senior_0808.jsonl:34,leaf-classification,easy,conformal_a20,2,2,0,0,0,1.0,1,-0.61573,-0.61573,0.0,1.0,0.0,0.0,160.9,192.05969121307135,160.9,160.9
leaf-classification__abd955fe1fad4d7a9b4bac2c62a6b1ae,cards_senior_0808.jsonl:34,leaf-classification,easy,artifact_only,2,2,0,1,0,1.0,1,-0.05206,-0.05206,0.0,1.0,0.0,0.0,44.3,50.29974092915654,44.3,44.3
leaf-classification__abd955fe1fad4d7a9b4bac2c62a6b1ae,cards_senior_0808.jsonl:34,leaf-classification,easy,all_escalate,2,2,0,0,0,1.0,1,-0.05206,-0.05206,0.0,1.0,0.0,0.0,44.3,50.29974092915654,44.3,44.3
leaf-classification__abd955fe1fad4d7a9b4bac2c62a6b1ae,cards_senior_0808.jsonl:34,leaf-classification,easy,full_external,2,2,0,0,2,1.0,1,-0.05206,-0.05206,0.0,1.0,0.0,0.0,44.3,50.29974092915654,50.29974092915654,50.29974092915654
leaf-classification__abd955fe1fad4d7a9b4bac2c62a6b1ae,cards_senior_0808.jsonl:34,leaf-classification,easy,conformal_a05,2,2,0,0,0,1.0,1,-0.05206,-0.05206,0.0,1.0,0.0,0.0,44.3,50.29974092915654,44.3,44.3
leaf-classification__abd955fe1fad4d7a9b4bac2c62a6b1ae,cards_senior_0808.jsonl:34,leaf-classification,easy,conformal_a10,2,2,0,0,0,1.0,1,-0.05206,-0.05206,0.0,1.0,0.0,0.0,44.3,50.29974092915654,44.3,44.3
leaf-classification__abd955fe1fad4d7a9b4bac2c62a6b1ae,cards_senior_0808.jsonl:34,leaf-classification,easy,conformal_a20,2,2,0,0,0,1.0,1,-0.05206,-0.05206,0.0,1.0,0.0,0.0,44.3,50.29974092915654,44.3,44.3
leaf-classification__f0411bcb7c8d46b38b6395c0a137f9fd,cards_senior_0808.jsonl:34,leaf-classification,hard,artifact_only,3,3,0,1,0,1.0,1,-0.00662,-0.00662,0.0,1.0,0.0,0.0,148.7,320.5955135989934,148.7,148.7
leaf-classification__f0411bcb7c8d46b38b6395c0a137f9fd,cards_senior_0808.jsonl:34,leaf-classification,hard,all_escalate,3,3,0,0,0,1.0,1,-0.00662,-0.00662,0.0,1.0,0.0,0.0,148.7,320.5955135989934,148.7,148.7
leaf-classification__f0411bcb7c8d46b38b6395c0a137f9fd,cards_senior_0808.jsonl:34,leaf-classification,hard,full_external,3,3,0,0,3,1.0,1,-0.00662,-0.00662,0.0,1.0,0.0,0.0,148.7,320.5955135989934,320.5955135989934,320.5955135989934
leaf-classification__f0411bcb7c8d46b38b6395c0a137f9fd,cards_senior_0808.jsonl:34,leaf-classification,hard,conformal_a05,3,3,0,0,0,1.0,1,-0.00662,-0.00662,0.0,1.0,0.0,0.0,148.7,320.5955135989934,148.7,148.7
leaf-classification__f0411bcb7c8d46b38b6395c0a137f9fd,cards_senior_0808.jsonl:34,leaf-classification,hard,conformal_a10,3,3,0,0,0,1.0,1,-0.00662,-0.00662,0.0,1.0,0.0,0.0,148.7,320.5955135989934,148.7,148.7
leaf-classification__f0411bcb7c8d46b38b6395c0a137f9fd,cards_senior_0808.jsonl:34,leaf-classification,hard,conformal_a20,3,3,0,0,0,1.0,1,-0.00662,-0.00662,0.0,1.0,0.0,0.0,148.7,320.5955135989934,148.7,148.7
leaf-classification__fc1a4fb5b3cd4cedafd1b81e84071adf,cards_senior_0808.jsonl:33,leaf-classification,easy,artifact_only,2,1,1,1,0,1.0,1,-0.6156,-0.61396,-0.0016400000000000858,0.0,0.0,1.0,134.0,1580.8765425961465,134.0,134.0
leaf-classification__fc1a4fb5b3cd4cedafd1b81e84071adf,cards_senior_0808.jsonl:33,leaf-classification,easy,all_escalate,2,1,1,0,1,1.0,1,-0.6156,-0.61396,-0.0016400000000000858,0.0,0.0,1.0,134.0,1580.8765425961465,1699.617034861818,1579.617034861818
leaf-classification__fc1a4fb5b3cd4cedafd1b81e84071adf,cards_senior_0808.jsonl:33,leaf-classification,easy,full_external,2,1,1,0,2,1.0,1,-0.61396,-0.61396,0.0,1.0,0.0,0.0,134.0,1580.8765425961465,1580.8765425961465,1580.8765425961465
leaf-classification__fc1a4fb5b3cd4cedafd1b81e84071adf,cards_senior_0808.jsonl:33,leaf-classification,easy,conformal_a05,2,1,1,0,1,1.0,1,-0.6156,-0.61396,-0.0016400000000000858,0.0,0.0,1.0,134.0,1580.8765425961465,1699.617034861818,1579.617034861818
leaf-classification__fc1a4fb5b3cd4cedafd1b81e84071adf,cards_senior_0808.jsonl:33,leaf-classification,easy,conformal_a10,2,1,1,0,1,1.0,1,-0.6156,-0.61396,-0.0016400000000000858,0.0,0.0,1.0,134.0,1580.8765425961465,1699.617034861818,1579.617034861818
leaf-classification__fc1a4fb5b3cd4cedafd1b81e84071adf,cards_senior_0808.jsonl:33,leaf-classification,easy,conformal_a20,2,1,1,0,1,1.0,1,-0.6156,-0.61396,-0.0016400000000000858,0.0,0.0,1.0,134.0,1580.8765425961465,1699.617034861818,1579.617034861818
learning-agency-lab-automated-essay-scoring-2__507578e20ae54b25bdde6dc425eafa7d,cards_senior_0803.jsonl:3,learning-agency-lab-automated-essay-scoring-2,easy,artifact_only,2,0,2,0,0,0.5,0,nan,0.83997,nan,0.0,0.0,1.0,61.7,5880.804950714111,61.7,61.7
learning-agency-lab-automated-essay-scoring-2__507578e20ae54b25bdde6dc425eafa7d,cards_senior_0803.jsonl:3,learning-agency-lab-automated-essay-scoring-2,easy,all_escalate,2,0,2,0,2,1.0,1,0.83997,0.83997,0.0,1.0,0.0,0.0,61.7,5880.804950714111,5942.504950714111,5702.504950714111
